track_name,track_artist,track_album_release_date,playlist_genre
My House,Flo Rida,4/7/15,edm
Mirrors,Justin Timberlake,3/15/13,edm
Wake Me Up,Avicii,8/6/13,edm
Mine,Mark Mendy,8/23/19,edm
Dirt,SASH,1/8/20,edm
Where Is the Love (Wave Remix),Alex Martura,4/23/19,edm
Talk To Me,F$O Dinero,11/26/19,edm
head first,Christian French,5/17/19,edm
Best For You,Lil Muk,12/13/19,edm
Sweatshirt,X Lovers,11/1/19,edm
Fried for the Night,TOKiMONSTA,1/14/20,edm
Pinocchio,Ron Suno,11/29/19,edm
Costa Rica,Bankrol Hayden,1/10/20,edm
Nun 2 Fuck Wit (feat. Young Dolph),1PLAYY,12/27/19,edm
Da Funk,MEDIKAL,11/6/19,edm
Fake Bitches,Justina Valentine,1/14/20,edm
They Don't Know Me,Josefine,2/1/19,edm
Don't Stop The Groove,Rudey Barnes,11/22/19,edm
Good Girl,Jamballaz,12/10/19,edm
Boom,Lucus,12/2/19,edm
Money Diamonds Roses,Lolo Zouaï,12/13/19,edm
Dark Poetry,SGD Vedoe,8/30/19,edm
Chain,Lolo Zouaï,12/13/19,edm
Upper Echelon,DA Image,11/15/19,edm
Wildfire,Kyler Fisher,12/6/19,edm
dork,Sueco the Child,9/20/19,edm
My Secret,ADAMII,12/13/19,edm
How You Been,Phi11a,12/11/19,edm
Clicc Clacc,NLE Choppa,12/20/19,edm
Low Low,Marlowe,11/15/19,edm
Feelings Hurt,Rockie Fresh,11/15/19,edm
Gryndin (feat. Young Marco),Jae Mansa,11/11/19,edm
Sweet Victory,R-Mean,11/29/19,edm
Catch Up,Pasto Flocco,12/13/19,edm
Step Harder,Yungeen Ace,11/8/19,edm
Jimmy Neutron,ABG Neal,11/20/19,edm
Trust Issues,SGE Kash,12/13/19,edm
Arabian Knights,Mishaal,12/13/19,edm
Lonely,Carson Lueders,11/8/19,edm
Tai Chi,James Japan,9/18/19,edm
Stray Lines,Mishaal,11/15/19,edm
Tip Toe (feat. A Boogie Wit da Hoodie),Roddy Ricch,11/25/19,edm
Take It Down (feat. Offset),Pardison Fontaine,11/11/19,edm
My Life (feat. YK Osiris),Jae Mansa,11/22/19,edm
Maria,Rockie Fresh,11/7/19,edm
9 Times Out Of 10,Big Havi,6/28/19,edm
Overdose,Phi11a,9/27/19,edm
Promised Land,Victoria Kühne,11/27/19,edm
Watch Out (feat. Fetty Wap),Shelow Shaq,11/1/19,edm
Young Ones - RudeLies Remix,Avenza,10/11/19,edm
Flowers - RudeLies Remix,Jacob Tillberg,9/13/19,edm
Youth Memories,Fljúga,8/16/19,edm
Locked Out of Heaven,Bruno Mars,10/2/12,edm
Out of My Head,Prefekt,5/31/19,edm
Flowers,Jacob Tillberg,3/24/19,edm
Stay With Me,Sam Smith,1/1/14,edm
I Miss You,Jeriqo,2/5/19,edm
When I Was Your Man,Bruno Mars,12/7/12,edm
Blow Me (One Last Kiss),P!nk,9/18/12,edm
I Just Wanna Say,Weisser Quiff,4/10/19,edm
Three Trees,Jacob Tillberg,5/3/19,edm
Psycho,metr,5/23/19,edm
Timber (feat. Ke$ha),Pitbull,2012,edm
S&M,Rihanna,11/16/10,edm
Low Low,Kuda,3/21/19,edm
Big Girls Don't Cry (Personal),Fergie,1/1/10,edm
Just Dance,Lady Gaga,1/1/09,edm
Girlfriend,Avril Lavigne,4/17/07,edm
It's You,Rique,2/11/19,edm
See You Again (feat. Charlie Puth),Wiz Khalifa,3/10/15,edm
Let You Go,WALWIN,1/18/19,edm
Don't Cha,The Pussycat Dolls,1/1/05,edm
One Dance,Drake,5/13/16,edm
Without You (feat. Usher),David Guetta,12/7/12,edm
Bye Bye Bye,*NSYNC,3/21/00,edm
Give Me Everything,Pitbull,6/17/11,edm
Want to Want Me,Jason Derulo,3/9/15,edm
Firework,Katy Perry,8/24/10,edm
Iris,Avenza,1/20/19,edm
In Your Eyes,Rique,10/19/18,edm
Blurred Lines,Robin Thicke,1/1/13,edm
Where Is the Love,Alex Martura,8/17/18,edm
What Can We Do,Rique,11/30/18,edm
Poker Face,Lady Gaga,1/1/08,edm
I See You,Prefekt,8/17/18,edm
We Found Love,Rihanna,11/19/11,edm
Set Me Free,Hurshel,10/28/18,edm
We Should Tell the Truth,metr,8/20/18,edm
Just Give Me a Reason (feat. Nate Ruess),P!nk,9/14/12,edm
Back Around,90 Miles,8/26/18,edm
Payphone,Maroon 5,1/1/12,edm
Rolling In The Deep,Adele,8/25/14,edm
Stronger (What Doesn't Kill You),Kelly Clarkson,10/24/11,edm
Umbrella,Rihanna,6/2/08,edm
Forest,Clarv,10/22/18,edm
Somebody That I Used To Know,Gotye,1/1/11,edm
I Kissed A Girl,Katy Perry,6/17/08,edm
Bad Romance,Lady Gaga,1/1/09,edm
Photograph - Felix Jaehn Remix,Ed Sheeran,6/18/15,edm
Use Somebody (Classic Bonus Track) - Armin van Buuren Rework,Laura Jansen,6/28/13,edm
I Really Like You - Blasterjaxx Remix,Carly Rae Jepsen,4/24/15,edm
Ocean Drive - Michael Calfan Remix,Duke Dumont,8/31/15,edm
Lay It All on Me - Robin Schulz Extended Remix,Rudimental,11/20/15,edm
How Deep Is Your Love - DJ Snake Remix,Calvin Harris,8/28/15,edm
Higher Place - Bassjackers Remix,Dimitri Vegas & Like Mike,8/28/15,edm
Until You Were Gone - Reez Remix,The Chainsmokers,12/18/15,edm
Can't Feel My Face - Martin Garrix Remix,The Weeknd,11/6/15,edm
Work - R3hab Remix,Rihanna,3/18/16,edm
I Took A Pill In Ibiza - Seeb Remix,Mike Posner,7/24/15,edm
Stitches - Seeb Remix,Shawn Mendes,10/16/15,edm
Don't Let Me Down - Hardwell & Sephyx Remix,The Chainsmokers,5/20/16,edm
Kiss It Better - R3hab Remix,Rihanna,6/1/16,edm
Player - Jai Wolf Remix,Tinashe,2/5/16,edm
Needed Me - R3hab Remix,Rihanna,6/1/16,edm
Blame (feat. John Newman) - R3HAB Club Remix,Calvin Harris,11/10/14,edm
Summer - R3hab & Ummet Ozcan Remix,Calvin Harris,6/20/14,edm
I Will Never Let You Down - R3hab Remix,Rita Ora,5/11/14,edm
This Is What You Came For - Dillon Francis Remix,Calvin Harris,6/17/16,edm
Alive - Hardwell Remix,Krewella,5/21/13,edm
Outside - Hardwell Remix,Calvin Harris,4/10/15,edm
All of Me (Tiësto's Birthday Treatment Remix) - Radio Edit,John Legend,2/25/14,edm
Paradise - Tiësto Remix,Coldplay,6/1/12,edm
Clarity - Tiësto Remix,Zedd,6/11/13,edm
Stay The Night - Tiesto's Club Life Remix,Zedd,1/1/14,edm
Often - Kygo Remix,The Weeknd,4/7/15,edm
Waves feat. Chris Brown & T.I - Robin Schulz Remix,Mr. Probz,11/13/14,edm
Damn Daniel - Radio Mix,Bombs Away,3/4/16,edm
Nothing Really Matters - Afrojack Remix,Mr. Probz,2/20/15,edm
Hands To Myself - Fareoh Remix,Selena Gomez,3/4/16,edm
Heroes (we could be) - Jai Wolf Remix,Alesso,12/8/14,edm
Are You with Me - Dash Berlin Radio Edit,Lost Frequencies,5/15/15,edm
Circus - Diplo Circus Remix,Britney Spears,2/20/09,edm
The Illest - Kronic Remix,Far East Movement,1/1/14,edm
Somebody That I Used To Know - 4FRNT Remix,Gotye,1/1/12,edm
Rude - Zedd Remix,MAGIC!,9/2/14,edm
All Hands On Deck - Giraffage Remix,Tinashe,5/4/15,edm
Maps - Rumba Whoa Remix,Maroon 5,10/7/14,edm
Titanium (feat. Sia) - Alesso Remix,David Guetta,12/9/11,edm
La La La - Kaos Remix,Naughty Boy,1/1/13,edm
Catch & Release (Alex Adair Remix),Matt Simons,1/22/16,edm
LIKE I WOULD - The White Panda Remix,ZAYN,5/13/16,edm
Get Closer,Clairmont,6/13/16,edm
Inside Out - DubVision Remix,The Chainsmokers,7/15/16,edm
We Don't Talk Anymore - Junge Junge Remix,Charlie Puth,7/22/16,edm
"i hate u, i love u (feat. olivia o'brien) - Deepend Remix",gnash,7/22/16,edm
Perfect Strangers - Pedro Carrilho Remix,Jonas Blue,7/22/16,edm
The Hills - RL Grime Remix,The Weeknd,11/6/15,edm
Should’ve Been Us - Lost Kings Remix,Tori Kelly,10/16/15,edm
Home (feat. Nico Santos) - B-Case Radio Remix,Topic,4/22/16,edm
Young And Beautiful [Lana Del Rey vs. Cedric Gervais] - Cedric Gervais Remix Radio Edit,Lana Del Rey,10/29/13,edm
Beautiful Now - Marshmello Remix,Zedd,7/10/15,edm
Love Yourself - Will Prime Remix,Will Prime,4/14/16,edm
California King Bed - Bassjackers Radio,Rihanna,7/15/11,edm
Ten Feet Tall - Brennan Heart & Code Black Remix,Afrojack,5/12/14,edm
I Bet - R3hab Remix,Ciara,5/1/15,edm
Cold Water (feat. Justin Bieber & MØ) - Lost Frequencies Remix,Major Lazer,9/9/16,edm
Into You - 3LAU Remix,Ariana Grande,8/19/16,edm
Superlove - FTampa Remix,Tinashe,9/9/16,edm
Closer - R3hab Remix,The Chainsmokers,9/23/16,edm
Treat You Better - Ashworth Remix,Shawn Mendes,8/16/16,edm
Dancing On My Own - Tiësto Remix,Calum Scott,7/8/16,edm
Starboy - Kygo Remix,The Weeknd,11/11/16,edm
Let Me Love You - Marshmello Remix,DJ Snake,12/2/16,edm
Working For It - Nomero Remix,ZHU,2/12/16,edm
Say You Won't Let Go - Luca Schreiner Remix,James Arthur,10/21/16,edm
All We Know - Oliver Heldens Remix,The Chainsmokers,12/16/16,edm
Don't Wanna Know - Ryan Riback Remix,Maroon 5,12/23/16,edm
Shape of You - Galantis Remix,Ed Sheeran,2/10/17,edm
Paris - VINAI Remix,The Chainsmokers,2/17/17,edm
I Would Like - R3hab Remix,Zara Larsson,12/23/16,edm
Final Song - Diplo & Jauz Remix,MØ,12/30/16,edm
In The Name Of Love - The Him Remix,Martin Garrix,11/11/16,edm
Side To Side - Slushii Remix,Ariana Grande,2/3/17,edm
Let Me Love You - Zedd Remix,DJ Snake,12/16/16,edm
My Way - Tiësto Remix,Calvin Harris,11/4/16,edm
Light - Grant Remix,San Holo,1/27/17,edm
It's Gotta Be You - Toby Green Remix,Isaiah,3/31/17,edm
Shed a Light - Acoustic Version,Robin Schulz,2/24/17,edm
Colors - Audien Remix,Halsey,4/22/16,edm
Scared To Be Lonely - DubVision Remix,Martin Garrix,3/17/17,edm
Ghost - Lost Kings Remix,Halsey,3/3/15,edm
Scars To Your Beautiful - NOTD Remix,Alessia Cara,10/21/16,edm
Cheap Thrills Remix,Sia,6/17/16,edm
Love Me Now - Dave Audé Remix Radio Edit,John Legend,12/1/16,edm
Kill Em With Kindness - Felix Cartal Remix,Selena Gomez,6/24/16,edm
Stranger - Blanke Remix,Peking Duk,1/20/17,edm
By Your Side - Two Can Remix,Jonas Blue,12/16/16,edm
False Alarm - Justice Skolnik Remix,Matoma,10/7/16,edm
Fast Car - Club Mix,Jonas Blue,1/31/16,edm
Something Just Like This - R3hab Remix,The Chainsmokers,4/28/17,edm
Issues - Alan Walker Remix,Julia Michaels,5/5/17,edm
That's What I Like - Alan Walker Remix,Bruno Mars,4/20/17,edm
Symphony (feat. Zara Larsson) - R3hab Remix,Clean Bandit,5/12/17,edm
Something About You - Odesza Remix,Hayden James,8/21/15,edm
Swalla (feat. Nicki Minaj and Ty Dolla $ign) - After Dark Remix,Jason Derulo,5/12/17,edm
Unforgettable (feat. Swae Lee) - Major Lazer Remix,French Montana,6/9/17,edm
Dance Monkey,Tones and I,5/10/19,edm
The Box,Roddy Ricch,12/6/19,edm
Life Is Good (feat. Drake),Future,1/10/20,edm
Yummy,Justin Bieber,1/3/20,edm
My Heart,Coopex,1/17/20,edm
Tusa,KAROL G,11/7/19,edm
ROXANNE,Arizona Zervas,10/10/19,edm
Blinding Lights,The Weeknd,11/29/19,edm
Don't Start Now,Dua Lipa,10/31/19,edm
About You,CCIITTYY,12/13/19,edm
Falling,Trevor Daniel,10/5/18,edm
Memories,Maroon 5,9/20/19,edm
Like A Fool (Back To You),Mabryx,1/3/20,edm
Circles,Post Malone,9/6/19,edm
everything i wanted,Billie Eilish,11/13/19,edm
Secrets,Fenris,10/17/18,edm
Rare,Selena Gomez,1/10/20,edm
Now That You're Gone,Avazesa,8/16/19,edm
Lose You To Love Me,Selena Gomez,1/10/20,edm
RITMO (Bad Boys For Life),The Black Eyed Peas,10/12/19,edm
Señorita,Shawn Mendes,6/19/19,edm
Ain't Right,Isak Dahling,8/9/19,edm
Someone You Loved,Lewis Capaldi,5/17/19,edm
Adore You,Harry Styles,12/13/19,edm
I'm the One,Majed,9/6/19,edm
My Oh My (feat. DaBaby),Camila Cabello,12/6/19,edm
Dance Monkey,Coopex,12/23/19,edm
bad guy,Billie Eilish,3/29/19,edm
Ocean,SZY,8/2/19,edm
Good News,Mac Miller,1/9/20,edm
hot girl bummer,blackbear,8/23/19,edm
Oops!... I Did It Again,why mona,12/13/19,edm
Pillows,Pillows,5/31/19,edm
BOP,DaBaby,9/27/19,edm
Loud,Dubio,12/13/19,edm
Vete,Bad Bunny,11/21/19,edm
Sigues Con El,Dimelo Flow,12/13/19,edm
Hold Me Close,PuFFcorn,1/17/20,edm
You should be sad,Halsey,1/10/20,edm
Before You Go,Lewis Capaldi,11/22/19,edm
I Don't Want You,Martin Miller,8/23/19,edm
Ride It,Regard,7/26/19,edm
What a Wonderful Thing to Do,Joey Pecoraro,12/12/19,edm
Watermelon Sugar,Harry Styles,12/13/19,edm
Get Crazy,Viviana Edera,10/4/19,edm
No Idea,Don Toliver,5/29/19,edm
Suicidal,YNW Melly,11/22/19,edm
Timber,Sancii,7/19/19,edm
HIGHEST IN THE ROOM,Travis Scott,10/4/19,edm
I Don't Care (with Justin Bieber),Ed Sheeran,7/12/19,edm
Broken Heart,Fullife,6/28/19,edm
Bandit (with YoungBoy Never Broke Again),Juice WRLD,10/4/19,edm
Fantasias,Rauw Alejandro,8/29/19,edm
Chill Cloud,Joan Ember,1/10/20,edm
Futsal Shuffle 2020,Lil Uzi Vert,12/12/19,edm
Mio,Devan,1/10/20,edm
Sunflower - Spider-Man: Into the Spider-Verse,Post Malone,9/6/19,edm
China,Anuel AA,7/19/19,edm
it's Friday,Vendredi,12/27/19,edm
Ayy Macarena,Tyga,11/13/19,edm
Heartless,The Weeknd,11/27/19,edm
With You,Kazura,3/29/19,edm
Ballin' (with Roddy Ricch),Mustard,6/28/19,edm
Hola - Remix,Dalex,11/1/19,edm
Just the Same,Pillows,9/27/19,edm
SUGAR,BROCKHAMPTON,8/23/19,edm
Say So,Doja Cat,11/7/19,edm
Save Me,Momo Soundz,11/8/19,edm
Beautiful People (feat. Khalid),Ed Sheeran,7/12/19,edm
How Do You Sleep?,Sam Smith,7/19/19,edm
Carillo,Bufalo,1/3/20,edm
Lucid Dreams,Juice WRLD,12/10/18,edm
HIGHEST IN THE ROOM (feat. ROSALÍA & Lil Baby) - REMIX,Travis Scott,12/27/19,edm
Moments,Mr. Brackets,10/4/19,edm
South of the Border (feat. Camila Cabello & Cardi B),Ed Sheeran,7/12/19,edm
You should be sad,Halsey,11/8/19,edm
Say You Don't,Roostz,6/2/19,edm
Underdog,Alicia Keys,1/9/20,edm
Never Seen the Rain,Tones and I,7/15/19,edm
Coming Home,jeonghyeon,8/30/19,edm
Tattoos Together,Lauv,1/16/20,edm
stupid,Tate McRae,12/6/19,edm
SIREN,Rothchild,8/23/19,edm
If That's Alright,Dylan Dunlap,11/22/19,edm
Poison,Coopex,12/20/19,edm
Slow,SHY Martin,1/10/20,edm
Eleven,Khalid,1/9/20,edm
Can't Fear The Night - FIXL Remix,Momo Soundz,12/27/19,edm
Still Learning,Halsey,1/17/20,edm
me & ur ghost,blackbear,1/16/20,edm
Mad Money,Dave Nazza,11/8/19,edm
Salt,Ava Max,12/12/19,edm
Watermelon Sugar,Harry Styles,11/17/19,edm
Luv Motion,Juicy Cola,11/1/19,edm
Chills,Why Don't We,12/30/19,edm
Invisible - from the Netflix Film Klaus,Zara Larsson,11/8/19,edm
Dance Again,Selena Gomez,1/10/20,edm
Can't Fear The Night,Momo Soundz,11/8/19,edm
Tudo Ok,Thiaguinho MT,11/15/19,edm
Amor de Que,Pabllo Vittar,10/31/19,edm
Surtada - Remix Brega Funk,Dadá Boladão,9/25/19,edm
Dancin (feat. Luvli) - Krono Remix,Aaron Smith,11/7/14,edm
Can't Get Over You,KVSH,7/12/19,edm
Parabéns,Pabllo Vittar,10/17/19,edm
Tutu - Remix,Camilo,10/15/19,edm
Sou Eu,Dennis DJ,10/25/19,edm
A Gente Fez Amor - Ao Vivo,Gusttavo Lima,12/5/19,edm
Apimentadíssima,Dennis DJ,8/16/19,edm
On & On,Alok,11/22/19,edm
Carreira Solo - Ao Vivo,Gusttavo Lima,10/31/19,edm
Pro Dia Nascer Feliz,Jetlag Music,12/16/19,edm
Motivation,Normani,8/16/19,edm
Me Gusta,Shakira,1/13/20,edm
Favela,Alok,8/17/18,edm
Kenny G,Matuê,9/4/19,edm
Joga Esse Rabão pro Pai,Dennis DJ,10/24/19,edm
Relógio Parado (Ao Vivo),Diego & Arnaldo,10/11/19,edm
Liar,Camila Cabello,9/4/19,edm
Sobrou Silêncio,Rashid,10/11/19,edm
O que Tiver de Ser,Detonautas Roque Clube,1/17/20,edm
Exército da Paz (Peace Army),Natiruts,1/3/20,edm
Invocada (Participação especial de Léo Santana) - Ao vivo,Ludmilla,5/31/19,edm
Bumbum Ignorante,Dennis DJ,12/13/19,edm
Tiro de Festim - Ao Vivo,Guilherme & Benuto,1/10/20,edm
Isso Que é Vida,Dennis DJ,3/15/19,edm
Shameless,Camila Cabello,9/5/19,edm
"Yo x Ti, Tu x Mi",ROSALÍA,8/15/19,edm
Princesa - Ao Vivo,Nego do Borel,10/25/19,edm
You Know You Love Me,Jetlag Music,10/4/19,edm
Reggae Bom,Lagum,6/14/19,edm
Só Ficou O Cheiro (feat. Melim),Rael,9/12/19,edm
London,GUILC,10/18/19,edm
Onze e Pouquinho,Dilsinho,10/18/19,edm
Te Prometo,Dennis DJ,10/24/19,edm
Rewind (feat. Caelu),Cat Dealers,9/27/19,edm
Ela É do Tipo,MC Kevin o Chris,3/7/19,edm
Sumiu do Mapa - Ao Vivo,Lucas Lucco,10/18/19,edm
Pisadinha,Diego & Victor Hugo,11/22/19,edm
Me Valoriza (feat. Dilsinho) - Ao Vivo,Avine Vinny,11/22/19,edm
Old Town Road (feat. Billy Ray Cyrus) - Remix,Lil Nas X,4/5/19,edm
Perrengue - Ao Vivo,Gusttavo Lima,10/4/19,edm
Lalala,Y2K,6/28/19,edm
Me Espera,Cacife Clandestino,11/7/19,edm
Vidrado Em Você,Dj Guuga,6/11/19,edm
Bate Palma,MC JottaPê,1/10/20,edm
Teu Segredo - Ao Vivo,Vou pro Sereno,8/30/19,edm
O Brasil Tem Que Te Ver (feat. MC Kevinho),Turma do Pagode,12/6/19,edm
Flor Que Se Cheira - Ao Vivo,Guilherme & Benuto,3/18/19,edm
Quem Traiu Levou - Ao Vivo,Gusttavo Lima,9/12/19,edm
"Para, Pensa e Volta - Ao Vivo",Yasmin Santos,6/28/19,edm
50 Vezes - Ao Vivo,Sorriso Maroto,3/29/19,edm
Péssimo Negócio (Ao Vivo),Dilsinho,1/31/19,edm
Passinho do Rá,Dennis DJ,10/24/19,edm
Mantém,WIU,10/9/19,edm
Alô Som (feat. Maiara & Maraisa) - Ao Vivo,Fernando & Sorocaba,9/20/19,edm
Chora Até Perder a Fala - Ao Vivo,Gusttavo Lima,12/5/19,edm
Muito Cedo,Turma do Pagode,11/16/19,edm
Reprise - Ao Vivo,Sorriso Maroto,3/29/19,edm
Áudio - Ao Vivo em Brasília,Diego & Victor Hugo,7/12/19,edm
Mensagem Só de Ida (feat. Maiara & Maraisa) - Ao Vivo,Yasmin Santos,11/8/19,edm
Quem me Colocou pra Beber,Os Barões Da Pisadinha,11/8/19,edm
Eterna Sacanagem,MC JottaPê,10/18/19,edm
A Culpa é do Meu Grau (feat. Zé Neto & Cristiano) - Ao Vivo em Brasília,Diego & Victor Hugo,3/22/19,edm
@Isa - Ao Vivo,Marcos & Belutti,11/29/19,edm
Pouco a Pouco (Ao Vivo) (feat. Sorriso Maroto),Dilsinho,1/31/19,edm
Paraíso (Heaven) - Ao Vivo,Fernando & Sorocaba,10/25/19,edm
Do Copo Eu Vim (feat. Marília Mendonça) - Ao Vivo em Brasília,Diego & Victor Hugo,3/8/19,edm
Easy,Camila Cabello,10/11/19,edm
Lights Up,Harry Styles,10/11/19,edm
Saudade em Gotas (feat. Wesley Safadão) - Ao Vivo,Yasmin Santos,8/16/19,edm
Too Close,Ria Mae,10/16/19,edm
Tchau Tchau,Henrique & Diego,9/6/19,edm
Pequenas Alegrias da Vida Adulta (feat. Thiago Ventura),Emicida,10/30/19,edm
Qué Pena,Maluma,9/27/19,edm
3 Batidas - Ao Vivo,Guilherme & Benuto,8/16/19,edm
Cry for Me,Camila Cabello,10/4/19,edm
Oi,Lagum,6/14/19,edm
Chupadinha,Os Barões Da Pisadinha,9/26/19,edm
Cabeça Voando,Os Barões Da Pisadinha,9/26/19,edm
Não Planeje Nada,Marcos & Belutti,7/26/19,edm
Mandona - Acústico,Oriente,11/19/18,edm
Praia do Rosa - Acústico,Oriente,11/23/18,edm
Con Altura,ROSALÍA,3/28/19,edm
Espelho Meu - Ao Vivo,Henrique & Diego,2/1/19,edm
Meio Termo - Ao Vivo,Avine Vinny,9/27/19,edm
Panini,Lil Nas X,6/20/19,edm
Pesquisa no Google (feat. Henrique & Diego) - Ao Vivo,Turma do Pagode,11/30/18,edm
Bota pra Tremer,Pedro Sampaio,8/24/18,edm
Volta Vai (feat. Simone & Simaria) - Ao Vivo,Avine Vinny,8/2/19,edm
Piscininha Amor,Whadi Gama,1/17/19,edm
Calma - Remix,Pedro Capó,10/5/18,edm
"10,000 Hours (with Justin Bieber)",Dan + Shay,10/4/19,edm
Lose You To Love Me,Selena Gomez,10/23/19,edm
Eastside (with Halsey & Khalid),benny blanco,12/7/18,edm
Circles,Post Malone,9/6/19,edm
Slave,Candace Sosa,1/17/20,edm
ROXANNE,Arizona Zervas,10/10/19,edm
Goodbyes (Feat. Young Thug),Post Malone,7/5/19,edm
Call Me Maybe,Carly Rae Jepsen,1/1/12,edm
Only Human,Jonas Brothers,6/7/19,edm
Nothing Breaks Like a Heart (feat. Miley Cyrus),Mark Ronson,11/30/18,edm
When Love Takes Over (feat. Kelly Rowland),David Guetta,4/17/09,edm
Mad Love,Mabel,6/7/19,edm
Happy Now,Kygo,10/26/18,edm
I Cry,Flo Rida,6/22/12,edm
Made to Sell,Miguel Dias,12/20/19,edm
Find U Again (feat. Camila Cabello),Mark Ronson,5/30/19,edm
Mad Love,Sean Paul,2/15/18,edm
Need You Now,Lady Antebellum,1/1/10,edm
Love's Mistake,Ollie Wade,1/17/20,edm
Shape of You,Ed Sheeran,3/3/17,edm
Solo (feat. Demi Lovato),Clean Bandit,5/17/18,edm
Getaway,Henri Purnell,11/15/19,edm
Can't Hold Us - feat. Ray Dalton,Macklemore & Ryan Lewis,10/9/12,edm
"Happy - From ""Despicable Me 2""",Pharrell Williams,3/3/14,edm
Rooting,Adeena,12/6/19,edm
California Gurls,Katy Perry,3/12/12,edm
OMG (feat. will.i.am),Usher,3/30/10,edm
One Kiss (with Dua Lipa),Calvin Harris,4/6/18,edm
Airplanes (feat. Hayley Williams),B.o.B,4/27/10,edm
Love The Way You Lie,Eminem,6/18/10,edm
Bad Romance,Lady Gaga,11/5/09,edm
Despacito,Luis Fonsi,2/1/19,edm
Dynamite,Taio Cruz,1/1/10,edm
Radioactive,Imagine Dragons,9/4/12,edm
Break Your Heart,Taio Cruz,1/1/10,edm
Feels Like You,MOTi,12/6/19,edm
Señorita,Shawn Mendes,6/21/19,edm
God's Plan,Drake,6/29/18,edm
Easy on Me,R-Cue,11/1/19,edm
E.T.,Katy Perry,3/12/12,edm
Don't You Worry Child - Radio Edit,Swedish House Mafia,9/14/12,edm
I Don't Care (with Justin Bieber),Ed Sheeran,5/10/19,edm
Lying We're Fine,Leonell Cassio,11/1/19,edm
Glad You Came,VIZE,7/25/18,edm
Dirty Wine,R-Cue,6/21/19,edm
Grenade,Bruno Mars,10/5/10,edm
Fuck You,CeeLo Green,11/9/10,edm
Sensitive,Jennafer Lynsey,1/2/20,edm
Moves Like Jagger,Maroon 5,9/25/15,edm
Raise Your Glass,P!nk,10/5/10,edm
Play Hard (feat. Ne-Yo & Akon),David Guetta,12/7/12,edm
We Are Young (feat. Janelle Monáe),fun.,2/14/12,edm
Payphone,Maroon 5,1/1/12,edm
Rich & Sad,PLVTINUM,1/10/20,edm
We Found Love,Rihanna,11/18/11,edm
Starships,Nicki Minaj,1/1/12,edm
2020 Vision,Kyzer,1/3/20,edm
Wild Ones (feat. Sia),Flo Rida,6/22/12,edm
Thrift Shop (feat. Wanz),Macklemore & Ryan Lewis,8/1/12,edm
Love Yourself,Justin Bieber,11/13/15,edm
Just Give Me a Reason (feat. Nate Ruess),P!nk,9/18/12,edm
Roar,Katy Perry,1/1/13,edm
Dark Horse,Katy Perry,1/1/13,edm
All of Me,John Legend,8/30/13,edm
Counting Stars,OneRepublic,1/1/13,edm
Talk Dirty (feat. 2 Chainz),Jason Derulo,9/10/13,edm
7 Years,Lukas Graham,4/1/16,edm
Rude,MAGIC!,6/25/14,edm
Kinetic Collector,Boo Riley,4/9/17,edm
Thinking out Loud,Ed Sheeran,6/21/14,edm
Cheap Thrills,Sia,2/11/16,edm
See You Again (feat. Charlie Puth),Wiz Khalifa,2015,edm
I Took A Pill In Ibiza - Seeb Remix,Mike Posner,5/6/16,edm
Blank Space,Taylor Swift,1/1/14,edm
2002,Anne-Marie,4/27/18,edm
All on Me,Olivia King,10/25/19,edm
Cheerleader - Felix Jaehn Remix Radio Edit,OMI,10/16/15,edm
Sorry,Justin Bieber,11/13/15,edm
She Go,HIRIE,9/13/19,edm
One Dance,Drake,5/6/16,edm
Work,Rihanna,1/28/16,edm
Stressed Out,Twenty One Pilots,5/15/15,edm
Give Me,AlexEps,1/10/20,edm
Chicken Noodle Soup (feat. Becky G),j-hope,9/27/19,edm
불타오르네 FIRE,BTS,5/2/16,edm
GOOD BOY,GD X TAEYANG,11/21/14,edm
Foxxay,Edge of Silence,9/23/19,edm
Kill This Love,BLACKPINK,4/5/19,edm
Crazy,4Minute,2/9/15,edm
I Am the Best (내가 제일 잘 나가),2NE1,7/28/11,edm
Rumor,H.I.N.P (Hot Issue of Ntl. Producers),8/18/18,edm
Up & Down,EXID,8/28/14,edm
I NEED U,BTS,4/29/15,edm
Red,HyunA,1/1/14,edm
중독 Overdose,EXO-K,8/6/14,edm
소방차 Fire Truck,NCT 127,7/10/16,edm
21st Century Girl,BTS,10/10/16,edm
Jamais Vu,BTS,4/12/19,edm
THE BADDEST FEMALE 나쁜 기집애,CL,11/5/13,edm
Really,BLACKPINK,6/15/18,edm
Camellia Flower,015B,6/18/19,edm
HER,Block B,1/1/14,edm
Energetic (Prequel Remix),Wanna One,11/13/17,edm
Hate,4Minute,2/1/16,edm
Red Light,f(x),7/11/14,edm
How's This,HyunA,8/1/16,edm
HOLUP!,BOBBY,9/7/16,edm
걔 세 I'm Him,WINNER,8/11/14,edm
Taller Than You,Mamamoo,2/12/16,edm
Zero For Conduct,Block B - BASTARZ,4/14/15,edm
GANG,Rain,12/1/17,edm
Lilili Yabbay,SEVENTEEN,11/6/17,edm
Push & Pull,KARD,11/21/17,edm
WHERE R U FROM,SEUNGRI,7/20/18,edm
Kingdom Come,Red Velvet,11/17/17,edm
Full Moon,DREAMCATCHER,1/12/18,edm
Freaky,HyunA,8/1/16,edm
Circus,TAEYEON,6/18/18,edm
Age Gag,Mamamoo,6/23/17,edm
